filename	acq_time	operator	randstr
func/sub-amit_ses-20180508_task-rest_acq-p2_bold.nii.gz	2018-05-08T10:21:39	n/a	Lslxv(^B
dwi/sub-amit_ses-20180508_acq-DTIX30Xp2Xs4_dwi.nii.gz	2018-05-08T10:27:59	n/a	ESh8?$'X
anat/sub-amit_ses-20180508_acq-MPRAGE_T1w.nii.gz	2018-05-08T10:35:13	n/a	""",uP0nAt"
