filename	acq_time	operator	randstr
func/sub-emmet_ses-20180508_task-rest_acq-p2_bold.nii.gz	2018-05-08T10:21:39	n/a	IOq3c)vB
dwi/sub-emmet_ses-20180508_acq-DTIX30Xp2Xs4_dwi.nii.gz	2018-05-08T10:27:59	n/a	1u=efmYr
anat/sub-emmet_ses-20180508_acq-MPRAGE_T1w.nii.gz	2018-05-08T10:35:13	n/a	n-=H|X\0
