filename	acq_time	operator	randstr
func/sub-qa_ses-20161205_task-rest_acq-p2_bold.nii.gz	2016-12-05T10:24:01	n/a	tpuew?YX
func/sub-qa_ses-20161205_task-rest_acq-p2_rec-moco_bold.nii.gz	2016-12-05T10:24:01	n/a	W?]ENZB_
func/sub-qa_ses-20161205_task-rest_acq-p2Xs4X35mm_bold.nii.gz	2016-12-05T10:29:01	n/a	zIv+%hSy
dwi/sub-qa_ses-20161205_acq-DTIX30Xp2_dwi.nii.gz	2016-12-05T10:37:21	n/a	HuWo~_!%
dwi/sub-qa_ses-20161205_acq-DTIX30Xp2Xs4_dwi.nii.gz	2016-12-05T10:41:40	n/a	\lFULRZ(
