filename	acq_time	operator	randstr
func/sub-qa_ses-20180416_task-rest_acq-p2_bold.nii.gz	2018-04-16T09:46:16	n/a	QP=)a/s4
func/sub-qa_ses-20180416_task-rest_acq-p2Xs4X35mm_bold.nii.gz	2018-04-16T09:52:56	n/a	K&kO?NJX
dwi/sub-qa_ses-20180416_acq-DTIX30Xp2_dwi.nii.gz	2018-04-16T09:59:56	n/a	:h]D<QzN
dwi/sub-qa_ses-20180416_acq-DTIX30Xp2Xs4_dwi.nii.gz	2018-04-16T10:04:07	n/a	;>|VHFST
anat/sub-qa_ses-20180416_acq-MPRAGE_T1w.nii.gz	2018-04-16T10:11:16	n/a	e\cY.|Ur
