filename	acq_time	operator	randstr
func/sub-qa_ses-20180423_task-rest_acq-p2_bold.nii.gz	2018-04-23T09:44:47	n/a	m*a}-jO<
func/sub-qa_ses-20180423_task-rest_acq-p2Xs4X35mm_bold.nii.gz	2018-04-23T09:51:27	n/a	S\0`i$z^
dwi/sub-qa_ses-20180423_acq-DTIX30Xp2_dwi.nii.gz	2018-04-23T09:58:27	n/a	hFE,MXI:
dwi/sub-qa_ses-20180423_acq-DTIX30Xp2Xs4_dwi.nii.gz	2018-04-23T10:02:47	n/a	#53JpPvH
anat/sub-qa_ses-20180423_acq-MPRAGE_T1w.nii.gz	2018-04-23T10:10:00	n/a	"""F?!1.kA"
